"WIND","IND","RAIN","IND.1","T.MAX","IND.2","T.MIN","T.MIN.G"
8.42,0,0,0,0.301,1,0.315,-5.2
11.58,0,0,0,0.390,0,0.630,6.8
12.29,0,0,0,0.361,0,0.644,6.6
10.88,0,0.6,0,0.413,0,0.637,6.3
12.08,4,0,0,0.465,0,0.652,5.5
17.04,4,0,0,0.480,0,0.667,5.5
15.37,4,0,0,0.405,0,0.667,5.4
12.29,0,0,0,0.524,0,0.681,7.6
9.17,0,0,0,0.457,0,0.622,4
14.62,0,1.8,0,0.480,0,0.704,8
19.33,0,2.5,0,0.494,0,0.667,6.1
21.92,0,0.2,0,0.561,0,0.559,4
15.41,0,0,0,0.472,0,0.696,7.7
3.96,0,5.1,0,0.338,0,0.556,3.6
13.13,4,0,0,0.424,0,0.352,-4.5
11.79,0,1.4,0,0.405,0,0.719,8.8
13.25,0,0.7,0,0.257,0,0.537,2
14.58,0,0.4,0,0.245,0,0.481,1.1
16.21,0,0.5,0,0.249,0,0.522,2.4
21.04,0,0,0,0.290,0,0.500,2.1
13,0,0,0,0.257,0,0.556,5
6.04,0,3.6,0,0.257,0,0.456,2.9
3.88,0,1.2,0,0.190,0,0.433,1.6
2.62,0,0,0,0.123,1,0.281,-7
2.75,0,0.2,0,0.190,1,0.270,-6.9
16.46,0,2.2,0,0.323,0,0.515,2
5.25,0,0.8,0,0.368,0,0.374,-3.4
14.04,0,6,0,0.375,0,0.396,-0.7
11.87,0,0.3,0,0.372,0,0.463,2
16.08,0,1.9,0,0.338,0,0.415,-3
16.58,0,3.5,0,0.323,0,0.426,2
12.38,0,2.4,0,0.320,0,0.537,3.6
11.25,0,0,0,0.216,0,0.393,-1.4
10.41,0,0,0,0.197,1,0.263,-7.6
10.41,0,0.2,0,0.312,0,0.341,-2.5
13,0,3.9,0,0.461,0,0.633,6.5
14,0,0.3,0,0.190,0,0.356,-1.8
9.13,0,1,0,0.379,0,0.356,-2.8
12.87,0,3.3,0,0.405,0,0.519,4
18.05,0,0.1,0,0.271,0,0.448,-0.1
14.04,0,0.8,0,0.234,0,0.522,1.2
14.92,0,0,0,0.141,0,0.456,-2.5
6.92,0,3.6,0,0.097,1,0.274,-2.9
9.08,0,0,0,0.320,0,0.481,1.4
6.04,0,3.2,0,0.357,1,0.259,-8.2
1.92,0,0,0,0.294,0,0.352,-5
3.33,0,1.6,0,0.301,1,0.278,-7.6
8.38,0,0.2,0,0.372,1,0.300,-6.9
7.83,0,0.2,0,0.320,1,0.296,-8.1
11.46,0,1.4,0,0.286,0,0.448,-4.1
13.67,0,2.3,0,0.331,0,0.385,-4.2
12.58,4,0,0,0.297,0,0.389,-4.7
13.96,0,2,0,0.383,0,0.474,0.9
17.12,0,3.1,0,0.257,0,0.511,1.5
14.17,4,0,0,0.301,0,0.519,3.8
12.96,4,0,0,0.234,0,0.533,0.1
4.33,0,0,0,0.219,0,0.496,3.2
4.12,0,0,0,0.190,0,0.500,4
4.58,0,0,0,0.249,0,0.463,2.4
7.5,0,0.1,0,0.249,0,0.481,2.6
14.12,0,0,0,0.323,0,0.500,3.2
14.42,0,0.2,0,0.253,0,0.530,2.5
7.5,0,0.1,0,0.294,0,0.526,4
8.29,0,0,0,0.398,0,0.481,-1.2
11.83,0,0.1,0,0.383,0,0.389,-5
8.04,0,1,0,0.420,0,0.600,6.7
8.58,0,0.8,0,0.353,0,0.526,-2
7.38,0,0,0,0.379,0,0.370,-5.5
10.88,0,1,0,0.309,1,0.267,-8.5
11.42,0,0.2,0,0.264,0,0.348,-2
8.87,0,5.5,0,0.349,0,0.370,-3.7
18.41,0,0.5,0,0.357,0,0.370,-2
15.83,4,0,0,0.290,0,0.541,2.8
7.87,4,0,0,0.279,0,0.511,3
4.83,0,0,0,0.323,1,0.304,-6.8
11.17,0,0.2,0,0.271,0,0.444,0
18.96,4,0,0,0.242,0,0.500,3.4
16.5,0,0,0,0.268,0,0.463,0.6
11.46,0,0,0,0.283,0,0.419,-1.1
7.75,0,0,0,0.375,0,0.407,2
3.29,0,0,0,0.420,0,0.348,-5.5
2.29,0,0,0,0.405,0,0.515,2.5
6.5,0,0,0,0.435,0,0.504,4.8
6.79,0,1.8,0,0.480,0,0.537,3.6
3.71,0,1.4,0,0.338,0,0.537,6
4.12,0,0,0,0.468,0,0.522,0.3
3.63,0,0,0,0.487,1,0.278,-8.3
6.87,0,0,0,0.375,0,0.337,-6.9
3.88,0,0,0,0.494,0,0.556,1.2
6.04,0,0,0,0.576,0,0.570,1.5
9.46,0,1.7,0,0.454,0,0.481,-2.5
15.63,0,4.1,0,0.375,0,0.396,-1.8
16.08,0,0.3,0,0.375,0,0.411,-0.7
9.54,0,3.8,0,0.413,0,0.400,-1.8
9.33,0,4.9,0,0.491,0,0.556,4.5
17.33,0,0.3,0,0.561,0,0.800,11.5
14.42,0,0.4,0,0.394,0,0.552,2.9
14.21,0,4.8,0,0.424,0,0.626,6.1
19.29,0,3.1,0,0.413,0,0.533,5
12.62,0,3.7,0,0.465,0,0.485,0.7
11.67,0,2.8,0,0.457,0,0.541,2.6
14.88,0,0.1,0,0.454,0,0.537,4.8
11.54,0,1.2,0,0.465,0,0.444,0.4
18.16,0,3.4,0,0.379,0,0.500,2.2
18.12,0,0,0,0.450,0,0.511,2.1
9.17,4,0,0,0.461,0,0.515,0.3
5.46,0,0,0,0.375,0,0.556,3.9
13.92,0,0.5,0,0.498,0,0.448,-0.6
9.5,0,0,0,0.431,0,0.463,0.3
5.46,4,0,0,0.543,0,0.663,8
7.75,0,0,0,0.517,0,0.637,6.4
6.34,0,0,0,0.428,0,0.407,-3.8
6.29,0,0,0,0.405,0,0.385,-3.1
6.71,0,0.1,0,0.554,0,0.337,-3.8
8.71,0,0,0,0.383,0,0.526,1.4
11.34,0,0,0,0.398,0,0.556,1
5.21,0,0,0,0.420,0,0.548,3.9
8,0,0,0,0.405,0,0.489,0.2
9.17,0,0,0,0.487,0,0.556,3
13,0,3.5,0,0.431,0,0.541,1.5
15.04,0,1,0,0.413,0,0.574,6
11.5,0,3.4,0,0.483,0,0.567,4.6
6.67,0,1.2,0,0.539,0,0.563,1.3
4.5,0,0,0,0.491,0,0.493,-1.4
9.62,0,0.2,0,0.543,0,0.574,4
9.83,0,0,0,0.546,0,0.567,2.9
9.71,0,1,0,0.446,0,0.622,2.7
3.17,0,3.1,0,0.431,0,0.663,8.5
8.17,0,0.6,0,0.442,0,0.593,5.5
15.09,0,5.6,0,0.494,0,0.615,5.5
10,0,4,0,0.543,0,0.615,3
8.87,0,1.7,0,0.405,0,0.500,2.2
10.88,4,0,0,0.468,0,0.541,3.1
10.41,0,0,0,0.446,0,0.633,6.4
11.67,0,0,0,0.498,0,0.593,4.8
4.21,0,0,0,0.509,0,0.463,0
4.71,0,0,0,0.506,0,0.537,2.2
3.21,0,3.4,0,0.524,0,0.611,4.4
8.87,0,0.8,0,0.506,0,0.667,6.3
10.04,0,2.5,0,0.498,0,0.685,7.1
9.5,0,2,0,0.468,0,0.648,5.6
8.08,0,0,0,0.580,0,0.637,5.5
12.25,0,1,0,0.506,0,0.685,7
13.33,0,0.8,0,0.599,0,0.685,8
19.75,0,1.5,0,0.602,0,0.593,3.5
24.5,0,4.5,0,0.550,0,0.648,6
18,0,0,0,0.584,0,0.670,7.5
15,0,0.3,0,0.610,0,0.685,6
20.08,0,2.4,0,0.513,0,0.652,6.2
19.55,0,3.9,0,0.543,0,0.652,7.3
7.96,0,2.1,0,0.561,0,0.633,5.8
3.25,0,1.2,0,0.576,0,0.615,3.8
10.63,0,2,0,0.461,0,0.689,7.4
4.58,0,0.2,0,0.480,0,0.548,4
5.96,0,5.4,0,0.520,0,0.600,3.2
6.92,0,1.8,0,0.524,0,0.663,4
9.04,0,0.3,0,0.580,0,0.548,2.6
9.04,0,2,0,0.506,0,0.630,3.5
7.5,0,4,0,0.509,0,0.630,7
9,0,1.9,0,0.524,0,0.630,6
6,4,0,0,0.506,0,0.541,3
4.71,0,0.2,0,0.539,0,0.622,5.4
9.08,4,0,0,0.632,0,0.544,4.8
3.08,0,0.5,0,0.673,0,0.570,2.9
6.92,0,0,0,0.658,0,0.722,10
3.54,0,0.6,0,0.677,0,0.674,6.3
15.04,0,1.6,0,0.617,0,0.804,10.3
13,0,1.3,0,0.602,0,0.752,10.5
11.63,0,0.1,0,0.617,0,0.611,5.3
10.83,0,1.7,0,0.613,0,0.674,5.6
18.38,4,0,0,0.636,0,0.696,5.5
15.29,0,0.8,0,0.606,0,0.689,7.2
12.58,0,0.4,0,0.509,0,0.678,7.1
11.17,0,1.3,0,0.699,0,0.763,11.2
8.21,0,0,0,0.651,0,0.741,10.8
8.71,0,0.5,0,0.580,0,0.648,8.2
7.87,0,2.6,0,0.595,0,0.593,4
5.09,0,4.6,0,0.517,0,0.689,5.5
9.79,0,0,0,0.561,0,0.681,5.5
12.71,0,0,0,0.610,0,0.656,5.2
9.04,0,0.6,0,0.714,0,0.741,10
8.42,0,0.5,0,0.636,0,0.667,6.5
5,0,2.6,0,0.625,0,0.726,8.2
10.92,0,0,0,0.636,0,0.752,11.1
4.17,0,0,0,0.617,0,0.611,1.6
9.92,0,0.9,0,0.599,0,0.626,2.5
15.25,0,2.4,0,0.651,0,0.626,6.7
8.04,0,0.1,0,0.625,0,0.685,7.3
7.29,0,0.3,0,0.680,0,0.778,9.6
3.79,4,0,0,0.729,0,0.830,14.4
2.5,4,0,0,0.784,0,0.889,14.6
3.54,0,0,0,0.833,0,0.719,7
4.33,0,0,0,0.784,0,0.763,9.1
6.58,0,0,0,0.848,0,0.744,7
9.96,0,0,0,0.840,0,0.833,8
4.08,0,0,0,0.874,0,0.815,9.6
3.67,0,0,0,0.896,0,0.796,10.2
3.08,0,1,0,0.673,0,0.767,8.7
3.21,0,0.1,0,0.747,0,0.852,14.5
4.29,0,0,0,0.792,0,0.778,8.8
5.46,0,3.9,0,0.818,0,0.781,8.5
4.21,0,0,0,0.740,0,0.815,11.7
4.04,0,0,0,0.762,0,0.837,9.7
2.33,0,0,0,0.810,0,0.685,5
3.75,0,1,0,0.740,0,0.811,8.5
6.17,0,0.2,0,0.662,0,0.811,12
5.09,0,2.2,0,0.654,0,0.796,8.3
12.42,0,0.3,0,0.569,0,0.756,10.5
11.5,4,0,0,0.658,0,0.778,10
8.63,0,0.7,0,0.669,0,0.689,6.1
17.54,4,0,0,0.725,0,0.763,10.8
11.21,0,2,0,0.747,0,0.774,11
9.83,0,0.2,0,0.762,0,0.819,9.3
14.12,1,4,0,0.625,0,0.852,10.9
9.87,0,0.1,0,0.621,0,0.741,8.3
7.17,0,2.9,0,0.569,0,0.559,-0.5
6.92,0,1.2,0,0.599,0,0.541,-0.6
9.92,0,0.9,0,0.654,0,0.793,10.1
3.92,0,0,0,0.673,0,0.704,4.9
7.04,0,0.2,0,0.747,0,0.833,11
6.67,0,0,0,0.636,0,0.667,5
11.54,0,0.7,0,0.699,0,0.744,10.2
15.12,0,0,0,0.695,0,0.852,14
8.87,0,0,0,0.636,0,0.700,7.2
8.58,0,0.1,0,0.781,0,0.619,4.1
8.25,0,0.4,0,0.721,0,0.867,14.5
4.29,0,0,0,0.758,0,0.593,4.1
2.62,4,0,0,0.747,0,0.774,6.6
7.92,0,0,0,0.807,0,0.767,7.6
5,0,0,0,0.699,0,0.781,10.6
5.88,0,0,0,0.599,0,0.685,3.7
6.71,0,0,0,0.643,0,0.644,5.1
6.13,0,0,0,0.606,0,0.667,3.6
6.83,0,0,0,0.654,0,0.852,12.6
6.92,0,0,0,0.658,0,0.730,6.2
4.88,0,0,0,0.691,0,0.644,4
5.33,0,0,0,0.654,0,0.589,3
3.67,0,0,0,0.822,0,0.611,3
4.75,0,0,0,0.866,0,0.630,4
6.38,0,0,0,0.792,0,0.663,6
5.91,0,0,0,0.569,0,0.759,11.3
3.96,0,0,0,0.639,0,0.744,8
5.96,0,1.8,0,0.654,0,0.596,3.4
10,0,0,0,0.636,0,0.719,9.9
6.17,0,2.9,0,0.524,0,0.422,-1.6
10.67,0,0.2,0,0.524,0,0.496,2
11.58,0,0.1,0,0.554,0,0.444,0
12.38,4,0,0,0.587,0,0.556,2.4
10.67,0,0.5,0,0.565,0,0.689,8.2
10.13,4,0,0,0.610,0,0.685,8
5,0,0,0,0.576,0,0.570,2.4
4.54,0,0,0,0.654,0,0.467,0
7.58,0,0.1,0,0.546,0,0.696,6
3.88,0,0,0,0.599,0,0.559,0.5
4.5,0,0,0,0.524,0,0.548,1.5
5.83,0,0,0,0.487,0,0.696,9
6.17,0,0.4,0,0.688,0,0.511,-0.5
7.08,0,0.4,0,0.599,0,0.711,10
4.38,0,0,0,0.673,0,0.630,4
7.87,0,0,0,0.658,0,0.744,11
10.29,0,0,0,0.513,0,0.744,8.9
6.63,0,0,0,0.480,0,0.737,9.8
3.54,0,0,0,0.599,0,0.426,-1.7
3.5,0,0,0,0.651,0,0.600,2.1
2.54,0,0,0,0.599,0,0.448,-1.5
8.33,0,0,0,0.669,0,0.481,-0.4
11.5,0,0,0,0.662,0,0.763,8.9
11.42,0,0.4,0,0.543,0,0.778,10.1
9.13,4,0,0,0.569,0,0.663,5.1
3.5,0,0,0,0.632,0,0.737,6.5
4.04,0,0,0,0.587,0,0.667,6.1
7.04,0,0,0,0.576,0,0.474,-2
5.75,0,0,0,0.617,0,0.707,5
5.5,0,0.1,0,0.621,0,0.496,-0.1
10.08,0,1.1,0,0.651,0,0.778,7.3
9.38,0,3.7,0,0.528,0,0.681,8.4
11.25,0,0,0,0.584,0,0.700,8.5
5.75,0,0,0,0.524,0,0.737,9
5.91,0,0,0,0.543,0,0.463,-0.2
8.87,0,0,0,0.506,0,0.593,0.2
10.29,0,0,0,0.569,0,0.526,-0.4
6.75,0,0,0,0.509,0,0.778,10.6
10.5,0,0,0,0.457,0,0.763,10.4
11.34,0,0,0,0.480,0,0.722,7.5
5.83,0,0,0,0.409,0,0.648,7.1
9.08,0,0,0,0.375,0,0.544,2.3
10.88,4,0,0,0.454,0,0.370,-2.7
20.62,4,0,0,0.561,0,0.493,4.8
14,0,0.5,0,0.543,0,0.726,8.5
9.33,0,0.8,0,0.509,0,0.485,-1.8
9.17,4,0,0,0.543,0,0.700,7.1
11.96,0,1.8,0,0.543,0,0.604,3
12.87,0,0.2,0,0.572,0,0.667,7.7
6.42,0,0,0,0.550,0,0.637,8.9
4.58,0,0,0,0.491,0,0.563,1
9.25,0,0,0,0.528,0,0.374,-4
8.12,0,0,0,0.558,0,0.711,9.4
3.79,1,3.5,0,0.506,0,0.667,8.6
3.88,0,0,0,0.602,0,0.689,10.5
8.46,0,2.6,0,0.617,0,0.670,3.5
6.5,0,0.9,0,0.353,0,0.630,7.5
7.67,0,1.3,0,0.413,0,0.411,-2.9
18.29,0,4.8,0,0.502,0,0.544,0.4
15.54,0,0.2,0,0.297,0,0.481,1.9
15.83,0,0.1,0,0.312,0,0.426,0.5
10.17,4,0,0,0.301,0,0.396,-0.5
7.67,4,0,0,0.219,1,0.293,-7.3
8.63,0,0.2,0,0.223,1,0.296,-7.6
6.71,0,0.1,0,0.227,1,0.326,-5
9.25,4,0,0,0.126,1,0.163,-12
10.88,0,2,0,0.353,1,0.226,-9
14.5,0,0.6,0,0.331,0,0.548,3.8
18.91,0,0.3,0,0.338,0,0.507,2.5
9.96,0,0,0,0.301,0,0.485,0.5
10.83,4,0,0,0.234,1,0.319,-4
6.71,0,0.1,0,0.171,1,0.244,-7.2
11.75,0,0,0,0.257,1,0.237,-8.5
7.87,0,0,0,0.357,0,0.426,-0.4
15.96,0,1,0,0.413,0,0.519,4.1
15,0,0,0,0.335,0,0.463,0.7
18.29,4,0,0,0.375,0,0.519,2.6
5.37,0,0.1,0,0.283,0,0.374,-3.2
13.25,0,1,0,0.420,0,0.396,-2.4
19.38,1,3.7,0,0.431,0,0.522,4.3
21.71,0,3.4,0,0.398,0,0.470,2
12.87,1,0.4,0,0.294,0,0.515,2.2
15.29,0,0,0,0.294,0,0.481,2.1
6.87,1,0.3,0,0.216,1,0.256,-8
13.37,1,1.5,0,0.320,1,0.300,-6
17.5,1,2.7,0,0.327,0,0.426,-0.2
16.92,1,1,0,0.520,0,0.496,1.6
19.08,0,0,0,0.561,0,0.667,6.5
14.54,0,0,0,0.446,0,0.685,7.3
13.88,1,2,0,0.439,0,0.667,6
17.71,0,0,0,0.457,0,0.711,9.2
15.71,0,0,0,0.487,0,0.696,6
5.29,0,0,0,0.483,0,0.467,-1.3
2.13,1,0.1,0,0.301,1,0.319,-6
2.08,0,0,0,0.320,1,0.322,-0.9
2.62,0,0,0,0.290,0,0.470,-0.6
8.96,1,0.6,0,0.301,0,0.441,-2.6
9.71,1,1.2,0,0.368,1,0.148,-11.6
11.08,1,2.3,0,0.372,0,0.630,6.5
5.88,0,0.1,0,0.342,0,0.333,-5
7.83,1,1.2,0,0.428,0,0.333,-0.9
10.67,4,0,0,0.446,0,0.630,7.1
13.54,4,0,0,0.450,0,0.722,10
13.25,0,1,0,0.465,0,0.715,9
5.33,0,0.9,0,0.431,0,0.619,7.3
4.5,0,0,0,0.428,0,0.626,7.4
2.71,0,0,0,0.372,0,0.630,1.6
5.79,0,0,0,0.320,0,0.567,3.5
5.63,0,0,0,0.320,0,0.426,-2.6
2.67,0,0,0,0.305,0,0.570,5.4
3.13,0,0,0,0.309,0,0.537,4.4
8.29,0,0,0,0.264,0,0.585,5.6
11.58,4,0,0,0.268,0,0.556,4.7
17.41,1,1.3,0,0.286,0,0.541,4.4
10,1,3,0,0.283,0,0.567,5.5
22.04,0,0.2,0,0.249,0,0.478,3.2
7.92,4,0,0,0.212,1,0.319,-5.5
4.5,0,0.2,0,0.093,1,0.156,-9.5
12.17,0,0.4,0,0.309,1,0.081,-11.5
11.12,0,0.5,0,0.201,0,0.504,3.2
14.71,1,0.1,0,0.201,0,0.348,-2
11.29,1,1.4,0,0.435,1,0.263,-7.9
9.54,0,0,0,0.498,0,0.685,5.6
12.83,0,0.3,0,0.468,0,0.681,7
16.71,1,4,0,0.368,0,0.533,2.5
13.08,4,0,0,0.398,0,0.581,6.3
9.59,0,0.9,0,0.372,0,0.626,6
14.71,0,0.7,0,0.294,0,0.500,1.5
11.08,0,2.6,0,0.327,0,0.381,-1.6
8,0,0.1,0,0.394,0,0.481,2.9
4.25,0,0.2,0,0.465,0,0.630,6.8
6.34,0,0,0,0.375,0,0.619,6.5
9.67,1,0,0,0.357,0,0.611,6.7
13.42,1,0,0,0.361,0,0.556,4
12.71,0,3,0,0.398,0,0.644,7.6
14.09,0,0.1,0,0.234,0,0.385,-1.9
14.71,0,0.9,0,0.242,0,0.400,-1
18.5,0,4.4,0,0.375,0,0.478,0
24.21,0,1.8,0,0.234,0,0.474,3
16.88,0,0.5,0,0.134,1,0.296,-3
10.88,0,4.2,0,0.097,1,0.267,-4.5
7.92,0,5.5,0,0.182,1,0.293,-5
3.88,0,0,0,0.212,1,0.185,-9
2.79,0,0,0,0.323,1,0.278,-4.9
9.08,0,0.2,0,0.353,0,0.422,-3.3
12,0,0,0,0.446,0,0.474,3.6
11.58,0,0.2,0,0.450,0,0.615,4
13.13,0,0.9,0,0.409,0,0.644,6.7
17.83,0,0,0,0.312,0,0.489,1.4
16.38,0,0.2,0,0.264,0,0.426,-0.5
9.13,0,0,0,0.283,0,0.404,-0.5
3.17,1,0,0,0.201,1,0.330,-0.3
4.58,0,0.2,0,0.387,0,0.459,2.6
13.54,0,1.1,0,0.364,0,0.589,4.7
14.83,0,0.3,0,0.409,0,0.441,-1.4
7.46,0,4.6,0,0.413,0,0.600,7.4
8.71,0,0,0,0.405,0,0.648,6.2
7.71,0,1.7,0,0.338,0,0.348,-3.8
13.13,0,0,0,0.357,0,0.400,-0.6
6.58,0,0,0,0.357,1,0.263,-8.3
5.21,0,0,0,0.398,1,0.307,-6.5
6.46,0,0,0,0.405,1,0.241,-9
3.79,0,0,0,0.368,1,0.219,-8.5
3.04,0,0,0,0.353,1,0.304,-8
6.58,0,0,0,0.357,0,0.441,2.9
3.5,0,0,0,0.346,0,0.337,-6.5
4.54,0,0,0,0.312,0,0.481,1.5
2.92,0,0,0,0.279,0,0.500,4
3.17,0,0,0,0.338,0,0.481,2.5
4.92,0,0,0,0.439,0,0.485,-2.9
6.96,0,0,0,0.487,0,0.581,-0.6
3.67,0,0,0,0.431,0,0.411,-5.1
3.83,0,0,0,0.416,1,0.278,-8.5
7.12,0,0,0,0.561,1,0.281,-6.9
9,0,0,0,0.636,0,0.337,-7.4
8.38,4,0,0,0.587,0,0.478,-4.5
16.38,4,0,0,0.498,0,0.644,5.5
13.75,0,1.8,0,0.368,0,0.556,4.5
8.21,0,0,0,0.357,1,0.311,-7.6
11.25,0,3.1,0,0.387,0,0.474,3.5
9.79,0,0,0,0.431,0,0.444,0.7
12.17,0,1.4,0,0.468,0,0.463,-1
14.12,0,0,0,0.390,0,0.537,4
18.88,0,0.1,0,0.442,0,0.481,1.8
17.41,0,0.5,0,0.271,0,0.407,1.5
12.21,0,3.6,0,0.439,1,0.311,-3.3
21.54,0,1.6,0,0.543,0,0.500,5
17,4,0,0,0.394,0,0.537,3.4
18.08,0,0.2,0,0.368,0,0.504,3.4
11.46,0,2.8,0,0.361,0,0.396,-1.5
12.04,0,0.9,0,0.316,0,0.341,-2.3
8,4,0,0,0.286,1,0.278,-4.5
9,0,0.2,0,0.375,0,0.444,-1
10.04,0,2.3,0,0.375,0,0.567,4.3
10.75,0,0.4,0,0.439,0,0.563,5.5
8.08,4,0,0,0.450,0,0.556,3.9
8.54,4,0,0,0.450,0,0.607,5
6.63,0,0,0,0.602,0,0.581,2.9
8.46,0,0,0,0.587,0,0.593,2.7
8.71,0,0,0,0.546,0,0.456,0
12.96,0,0,0,0.539,0,0.659,7.9
9.08,0,0,0,0.394,0,0.637,4.5
12.96,0,2.3,0,0.439,0,0.544,0.5
11.71,0,2,0,0.413,0,0.522,4.3
14.37,0,3.3,0,0.342,0,0.504,0.4
20.17,0,1.5,0,0.416,0,0.500,3
15.54,0,0,0,0.431,0,0.541,4.9
5.04,0,0,0,0.483,0,0.570,3
3.79,0,0,0,0.528,0,0.463,-2
1.75,0,0,0,0.413,0,0.526,4.5
5.58,0,3.6,0,0.349,0,0.504,1
6.63,0,3.2,0,0.301,1,0.263,-5.5
8.12,0,0.6,0,0.428,0,0.478,-0.2
10.58,0,0.4,0,0.506,0,0.393,-0.2
10.92,0,3.2,0,0.524,0,0.604,5.1
9,0,2.2,0,0.517,0,0.644,4.1
12.38,0,0.6,0,0.498,0,0.541,2.6
12.87,0,0,0,0.487,0,0.589,5.3
14.5,0,3.4,0,0.532,0,0.648,8.4
17.16,0,1,0,0.457,0,0.496,2
11.12,0,0,0,0.498,0,0.478,0.5
14,0,1.8,0,0.561,0,0.633,6.1
7.96,0,0.3,0,0.513,0,0.615,8
3.29,0,0,0,0.457,0,0.433,-2.9
4.08,0,0,0,0.465,0,0.411,-2.7
9.13,0,0,0,0.561,0,0.522,-1.9
14.29,0,2.4,0,0.595,0,0.644,5.2
12.92,0,4.7,0,0.528,0,0.656,7.8
6.54,4,0,0,0.613,0,0.667,8.4
8.54,0,5.4,0,0.580,0,0.722,7.1
5.46,1,0,0,0.669,0,0.704,4.5
4.75,1,5.5,0,0.695,0,0.611,8
5.09,0,0.6,0,0.773,0,0.759,10
2.25,0,0.6,0,0.606,0,0.796,8.5
4.83,0,0,0,0.628,0,0.778,9.6
2.96,0,1.7,0,0.636,0,0.696,3.9
9.21,0,0.5,0,0.673,0,0.756,9
8,0,0,0,0.543,0,0.630,7
8.12,0,0,0,0.602,0,0.515,2
8.58,0,1.8,0,0.580,0,0.674,6.4
6.87,4,0,0,0.621,0,0.648,6.9
3.17,0,0,0,0.654,0,0.522,1.9
3.71,0,0,0,0.732,0,0.544,3
3.21,0,0,0,0.758,0,0.730,5.5
1.04,0,0,0,0.732,0,0.737,6
6.63,0,0.3,0,0.755,0,0.830,8.4
14.79,0,0.2,0,0.755,0,0.837,11.9
10,4,0,0,0.643,0,0.793,11.6
9.67,4,0,0,0.729,0,0.785,11
13.75,0,1.2,0,0.725,0,0.815,9.5
11.04,4,0,0,0.606,0,0.593,2.6
5.37,0,0,0,0.758,0,0.526,-1.1
8.17,0,0,0,0.818,0,0.615,1.9
9.04,4,0,0,0.784,0,0.848,13
11.21,0,0,0,0.755,0,0.907,13.1
10,0,0.4,0,0.673,0,0.833,7.5
10.88,0,0,0,0.673,0,0.689,6.5
3.04,0,0,0,0.736,0,0.611,3.2
2.75,0,0,0,0.822,0,0.781,7.4
4.5,0,0,0,0.747,0,0.778,8
2.71,0,0,0,0.639,0,0.833,7
2.54,0,1.5,0,0.684,0,0.789,10
3.63,0,0,0,0.625,0,0.759,10
2.67,0,0,0,0.714,0,0.585,4
5.96,0,0,0,0.814,0,0.644,6.8
13.21,0,0,0,0.792,0,0.885,12.5
12.79,0,0,0,0.784,0,0.967,15.1
6,4,0,0,0.736,0,0.630,1.4
9.38,0,1.6,0,0.836,0,0.896,11.5
3.58,0,0.9,0,0.743,0,0.867,12.7
5.91,0,0.1,0,0.896,0,0.689,2.4
6.42,0,0.2,0,0.621,0,0.800,12
4.33,0,0,0,0.699,0,0.589,1.5
4.08,0,0,0,0.695,0,0.744,6.1
5.5,0,0.2,0,0.665,0,0.644,1
10,0,0.8,0,0.773,0,0.863,13.2
10.92,0,0,0,0.688,0,0.856,12.5
5.54,0,0.5,0,0.747,0,0.833,11
5.63,0,5.4,0,0.691,0,0.874,13.5
5.09,0,5.6,0,0.617,0,0.700,9
17.92,0,1.6,0,0.766,0,0.856,14.1
7.54,0,0.3,0,0.710,0,0.859,11.2
6.58,0,3.9,0,0.621,0,0.741,9.6
12.12,0,0.2,0,0.688,0,0.793,12
10.5,0,4.1,0,0.665,0,0.759,7.6
8.38,0,2.8,0,0.595,0,0.807,11.1
8.33,0,3.6,0,0.602,0,0.619,3.2
7,4,0,0,0.584,0,0.704,8.4
1.42,4,0,0,0.558,0,0.704,5.6
4.79,0,0,0,0.717,0,0.719,3.8
6.29,0,0,0,0.599,0,0.656,5
4.71,0,0,0,0.770,0,0.756,10.1
2.37,0,0,0,0.855,0,0.656,4.6
2.25,0,0,0,0.896,0,0.785,8
2.08,0,0,0,0.803,0,0.915,9
3.08,0,0,0,0.866,0,0.837,8.5
5.09,0,5.8,0,0.870,0,0.837,7.5
5.41,0,0,0,0.747,0,0.815,14
7.79,0,2.9,0,0.729,0,0.848,10.5
11.83,0,4.5,0,0.673,0,0.667,4.5
7.54,0,3.6,0,0.669,0,0.685,6.5
15.63,0,0,0,0.810,0,0.733,10.5
3.83,0,4.9,0,0.636,0,0.752,6.5
2.83,0,0,0,0.665,0,0.607,2.9
3.21,0,0,0,0.743,0,0.633,1.9
3.42,0,0,0,0.803,0,0.704,3
2.42,0,0,0,0.896,0,0.856,8.3
2.54,0,0,0,0.877,0,0.848,8
4.21,0,0,0,0.903,0,0.822,8
5.83,0,0,0,0.677,0,0.707,4.3
3.17,0,3.3,0,0.647,0,0.600,0
7.17,0,0.4,0,0.606,0,0.863,11
7.71,0,0,0,0.632,0,0.815,11
2.25,0,0,0,0.747,0,0.889,12
1.38,0,0,0,0.740,0,0.778,6
0.71,0,0.2,0,0.773,0,0.819,6.5
3.21,0,0.7,0,0.874,0,0.907,12
5.75,0,4.5,0,0.602,0,0.793,9.2
10.41,0,0.3,0,0.643,0,0.793,5.1
15.41,0,0.7,0,0.799,0,0.796,9.6
11.96,0,0,0,0.684,0,0.852,11.1
3.71,0,3.7,0,0.818,0,0.826,5
6.13,4,0,0,0.859,0,0.915,7
2.83,4,0,0,0.755,0,0.763,0
5.63,0,0,0,0.859,0,0.756,0
